,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958839226795443,4.008150459093032,4.97576360072483,3.5699692260671765,4.603951444557249,4.333032855617098,2.7021603754937638,4.419463469074082,4.313916951884028,4.532277211960313,3.7024177882472067,4.156752243129358,4.454967904820511,4.969879409308631,3.309335015871329,4.018385116815367,2.799098016601919,3.3768722367695054,4.020557206877382,4.074166636228851,4.566776220364506,4.125845048862881,3.2106859952663935,4.328477162650093,4.397759655180243,4.057931117107482,4.187890789012283,4.180276476628384,3.777829587530513,2.9927142464084198,3.223656812215194,3.132978876342653,4.995441467249773,3.0131695174851987
12,4.9895990690392935,4.648676676955883,4.982016985905267,3.998626049028383,4.9196633145241675,4.876830686490471,3.507382693657551,4.981912510928473,4.768255532716046,4.759897322601035,3.332237136444785,4.02268179075085,5.238445989596304,3.026801587958046,4.975808805785526,4.02118989075637,3.3666752655952696,2.833439195468247,4.958952792718947,4.92122411419757,4.349080858642972,4.39413994593937,4.974377490971352,4.7257484912770495,4.003286779704735,4.30249277699666,4.388797792737291,4.145541533145192,4.675966039233764,5.201206641934944,1.9760283809047416,4.639055841232111,4.226138156641986,4.20405252681665
13,4.001984844836396,4.331965458801777,4.1735104416311275,3.7711215104496576,4.860612629656698,4.101266017657504,4.927611773405655,4.055837915532417,4.537135837123486,4.940327168258998,3.55090681330982,3.531861947849545,4.001207853376562,2.97942751991353,3.9735788165601105,3.4037964173698048,1.7779715583917957,2.7496235186501274,2.7886283143449533,4.142928890940486,4.895704214264599,4.007966309375634,3.0102331991317923,5.362415010484915,3.2969830361568264,3.9719452209100905,4.672231449729981,3.9736111817848627,2.0506856059281806,4.132392427570487,0.7924279753226705,3.9322348691144913,3.9625481269177967,4.209186670923818
14,4.976504664341416,4.032878345378888,4.991714195637037,3.8038429696389016,4.986226114874218,4.557005102117805,3.660913336079946,4.614186710789544,4.534651585479747,4.6521312087929445,3.6387547620761573,4.149755636325827,4.984318967524626,4.417120158002922,3.7336742582449483,4.383428175995138,2.5350860886631255,3.0298987475808117,4.192152514875772,3.975005028998708,4.785882384338043,4.521410022491842,3.7945556430063268,4.970670895185863,4.243798441943866,4.120703955179065,3.9560634797220935,4.286789181951277,3.837116760912681,3.4467237510239443,2.6458636605153543,4.006735688846531,5.197337307290032,4.498121819534094
15,4.974870313022662,4.762195662211251,5.005679929233385,4.969945507572956,4.969325111600993,4.877325912504977,3.571782117378234,5.043771195985412,4.910180013158753,4.858105764059183,4.332884696397976,3.763430035757235,4.995057895133527,4.008339967218357,3.5270276277115795,4.313299067311414,3.21554976458749,3.514106161411124,4.464161782354123,3.697687504363735,4.251875809203398,4.349279014526531,3.5357944686352605,4.661104253509034,4.050086234073014,4.707690021121459,4.124844296582412,4.979861039327947,3.323410685354759,3.3862895433387115,1.8521792633210983,3.5821937116277414,4.101479519636336,4.572330323439752
16,4.008161068232391,3.83473158362969,3.991951668936234,2.903293306462645,4.557802581966276,4.235846490578112,3.121436872368361,4.0030205921053765,3.9066943086600743,4.443891500320278,2.764917798610494,3.652661625618561,4.029349021031075,3.5739306669176347,3.9684670515270257,3.67340314085151,3.1108026211003774,2.9778048691373264,3.857341892263047,4.582117354644768,4.508213223309243,4.328601660260105,3.824543610577617,4.199442296961366,3.431979438363321,3.3737367974744976,3.8979718235981937,3.1628381094879643,3.8782673852141833,4.974834066703522,3.6820965159261365,4.983306906597789,4.980407377703025,3.9979955248124734
17,3.998178359995614,3.9974300582188667,4.028480758582088,3.547939573097047,4.920809143049191,4.149847325029601,2.886219364664646,4.141007709726755,4.099318634571294,4.515128032338929,3.0459064696009683,3.503460714537314,3.988729868750464,3.516382464412112,3.7101788910694578,3.497982122773933,2.3576661030795556,3.947285576074292,3.2744898620910874,3.404864023044385,4.710150394240674,3.8276341555330253,2.4664101946491646,4.016948492798448,4.03810846062114,3.87827060863281,3.736461724283425,3.7161087916770734,3.182002658725518,4.193326304227297,2.635615974943786,3.3167052805969055,4.200914099912313,3.9637965683608396
18,4.985530428761271,4.494897802328788,4.986365876983271,3.761445121351538,4.957582529070029,4.589414181909272,2.921053085766359,4.728837565064926,4.6476190282806815,4.690534355620433,3.920988763117869,4.391734695524653,4.998526499442074,4.9918431734264015,3.78221824808013,4.538903149162517,2.7360357106397744,3.9068893062276717,4.379716253493053,3.6273231076319123,5.002939938776119,4.259178367199882,3.5263774599793956,4.581119313818654,4.971175138890186,4.594784635345794,4.288628934462805,4.5352106187024,4.166203352795581,3.5292232633744045,3.0945197529552124,3.5075842037506537,4.689592633963099,4.276579414436053
19,4.923049355524501,4.98926225044111,4.486130189842252,3.894037353315447,5.343845826898076,5.016470935761943,3.363074467604821,4.879820585714397,4.970764964584466,5.176222537703751,3.593401709123366,4.655856541815776,4.876308863541256,4.299188756938616,4.9771695734967,4.01525712968838,2.8393555931408714,5.116670102440796,3.8041249432436572,4.3662508706056435,5.000086124177851,4.965229942367303,3.0143798491745253,5.004576904488226,4.9795595819747405,4.607333610869966,5.018243597807846,4.32713390869894,4.307327551700356,4.872444480237474,2.988189964081666,3.836977852297678,4.654825979988504,3.581638290959716
20,4.727153275717567,4.972079806867407,4.471011299175552,3.9896559650833336,4.989128882074553,4.780303264733905,3.89834842511525,4.676532574290136,4.69530075687957,4.982498580809016,4.016628821231389,4.073702360049166,4.939751416539247,4.016291007858853,4.070162343125267,4.318909758166605,2.6434407658321923,3.529723520999652,4.256730720630639,4.583453960334373,5.18603499008048,4.61829365625189,3.9967469527235364,4.976671420443552,4.132543801604391,4.539190922093171,4.4097951551640255,4.324907023622153,3.354841436049348,4.646304063304862,2.9908281885966526,4.732505250928243,4.002243654512046,4.990889277595738
21,3.0896211981036337,3.966532029753535,3.1646216125594098,3.241609082014693,3.0095816641841697,2.9256427509457366,2.4158883022944773,3.02160834165027,3.4538824013717027,3.4961501579630214,3.9612962030892374,2.6840049123961967,3.00790711059129,3.2650335999455193,1.6551004959567872,3.1939938320094567,1.3453586790587813,2.5667620347004783,2.4253358229063946,1.999823928750149,3.002991686444296,2.280904557445227,1.858878738873267,3.0107244639513295,2.9100512817021045,3.9645515456364384,3.157820167472162,3.9920924743764816,1.0058448159300704,2.242618722927603,1.0445131634612939,1.0085318883906105,1.2446990290910762,3.0258150991389985
22,4.3839137132160655,4.009773886814016,3.800955325157636,3.311086979994971,4.377702206017599,4.1676045546318035,3.983953851017253,4.0369592345699115,3.9993244102319467,4.348321164749014,3.459565484340433,3.8047122109778813,4.069846877348885,3.8583103393219473,3.3346161400184617,4.1114983091532595,2.076690220224134,2.8983600274585113,3.0037318989861044,3.9121914640925493,4.462755704409744,4.9682836651525655,3.4030562974726024,4.9753891568322475,3.4055257239597037,3.6102402380156255,3.8883527791448507,3.6831489611958337,3.1429974010898647,3.345904281571527,2.360250533756637,4.636862543728234,4.570167566756088,3.8600193533363605
23,3.776256841070139,3.9854045470252006,3.770706662260256,2.7959018708479593,3.7511245480034763,4.152025510502473,2.00904245262549,3.777064073022102,3.7647496900885202,3.7608394827747245,3.4411290638222267,3.9609394603212422,4.845109706365562,4.984776181303672,3.0961251282090436,4.069294916064642,2.829988623065698,3.8902499325422544,4.335877911484516,4.239355176675959,4.464470257245712,3.9114511089107946,3.6558870726835653,3.4289357120179043,3.9973634253460335,3.8696110307383487,3.2185052684322146,3.747811758845509,3.9853540792401456,3.628402388412207,4.978021956943154,4.0038294461788935,3.0152832839523622,4.986624143486862
24,4.9761808415647195,4.996298840883174,4.979145002441923,3.6981971040239543,4.990063786579805,4.998311999951797,3.587567531032374,4.972527838032221,4.8967260454964485,5.009340605915503,3.7004961593798162,4.520745600266173,5.341298429597237,4.154323489465274,4.977727546408126,4.3965798661769515,3.4258945709307613,3.4956155278022862,4.854934109362973,5.298416219191942,5.196520059504893,4.735816637997776,4.969595686146454,5.002995844671813,4.487017570687428,4.551880681651324,4.977683340283723,4.278641105357723,4.904927180487967,5.22336071689019,2.982367877312817,5.190873908953461,4.36310436485867,4.469427531102846
25,4.418149625006937,4.974666252365145,4.019635868542231,3.624343905736524,4.750305932248624,4.365653118860434,3.917868162495183,4.3154676758586845,4.493677620477882,4.9827845863420075,3.916950683163584,3.971967260119038,4.0067100049385065,3.899151215143044,3.936980084973598,3.874362004349403,2.2641017892582718,3.720898919211568,3.142045132127495,4.238355976560515,5.142582927470946,4.475641838096839,3.112955258177801,4.976615136383653,4.041504105803748,4.35154181741854,4.979606051092083,4.029826044782716,2.8277311738263315,4.337710686549062,2.2401628110000353,4.219525009094532,3.873325274535043,3.515947939217904
26,4.9455808534640475,4.996188807992288,4.694695607140179,4.147689335601363,4.998354840118606,4.991301571381396,3.586092646925292,4.980155412119256,4.816478511402059,5.014583602985157,4.023847025643716,4.295737069670721,4.933005565276662,4.527539586580787,4.291467701508931,4.359221414071655,3.255358952695863,4.0857439345767625,4.181831261343408,4.503247306914972,5.135795751167163,4.982843267802064,3.8155617691403987,5.001136344717272,4.481726258071034,4.535244355169644,4.968466442388868,4.394283408036072,4.157151581356757,4.147854478001194,2.8597283188119715,4.872520325229165,4.580546988548186,4.001743340059762
27,4.930229386388023,5.011966125199843,5.0811987507837975,4.597706586542619,4.986828382245185,4.723314234347596,3.9266024715301127,4.8292741413747695,4.912443200132056,5.1139034397102465,4.939967287488624,4.0656656334804095,4.921476119759242,5.045209058062034,3.005479468548416,4.86601990504721,2.6335605379839455,3.403501646165304,4.07762717907139,3.7409189366401154,5.178963146074217,4.394162116704595,3.5611605824775348,4.9940253035505915,4.282240854908603,4.994058429572415,4.468794060924147,5.173841890767708,2.865281201923936,3.2101709302080734,2.4641002828869674,3.779424110232348,4.1359836612269785,5.001014253128427
28,4.945224619526584,5.001741305220917,5.158003028429406,4.185612509518938,5.271212247319993,4.8078163835934635,3.543419995847613,4.945461933834131,5.093969616630686,5.197468109058702,4.311355157806984,4.514331082243757,4.97846342175424,4.998176135817815,4.0791084464417775,4.56963151100999,2.9854650230584485,4.263155432027346,4.185738639564326,3.9675973715314057,5.34119959182881,4.381735160714155,3.48344834040428,4.995636728038652,4.9794347229709,4.983056837381404,4.979458392193347,4.976572751375493,3.9728289776721324,3.9307934355037495,2.5117545566653434,3.6379791441636993,4.482980352269987,4.479948066801868
29,4.992513314360645,4.976985048410653,4.793861093891,3.9935816006835436,4.994392232418367,4.783116654216688,3.6179041724072127,4.815026200771286,4.769443358072321,4.972644422974069,4.4252452645059845,4.3987402617340114,4.999902946350006,4.992628011461497,3.6224185224594456,4.977305788119506,2.7591158303760297,3.723504010939032,4.220107582523262,3.958818790321399,5.2539771378819395,4.815256558830145,3.967964222390526,4.993231601778075,4.592872407152974,4.804507725369459,4.467479855063674,4.746456735869104,3.8443131512589686,3.8916755320158574,3.1032277405823865,4.4237286914769225,4.458129476956447,4.881307569752302
30,3.969507449379242,3.9067285520675603,4.974806950233621,4.122388478208379,4.981703865233351,3.699283005192663,3.2759517971847827,4.051191379280858,4.55501269379746,4.967232278897735,3.869972163127123,3.3939236910309214,3.0468672645037373,3.993843119369853,2.5103746035367993,3.700683449220238,3.1135994073142874,3.1290415495576895,3.0036345272442304,3.0372684327662154,4.004752529437825,3.007991854581172,2.2244723081250615,4.002597293774252,3.553278461089009,4.302248878961684,4.009871306754857,4.956211556396864,2.4403238972558463,3.2670317418091863,0.9845610670210302,1.4622212669409014,4.396820586159693,3.7009149534605505
31,4.528422060102348,4.582224540572208,5.00086985466509,4.30601945894806,4.939268255558001,4.667706930147427,3.480540906678562,4.763946218408234,4.9582345044036575,4.82649242397048,4.027195247995128,4.112092826284288,4.971237775032724,4.30961028514434,3.879685275940464,4.363140663220421,3.356714325843631,3.7813995650479257,4.3549085819292435,3.826140714833434,4.411382739726755,4.100829339546569,3.7160390854188807,4.606685438103956,4.259651627378096,4.698200702321428,4.2926646851984485,4.988414450987792,3.991211436599699,3.871555632343793,2.0048203315389785,3.4187784597047055,4.001982860027466,4.992711901078309
32,4.526580449971956,4.303868271314075,4.9781896050446095,4.958291086513403,4.684672587910114,4.797039008902955,2.9864839749497047,4.903104588190617,4.643551832364747,4.529166182727475,4.047730025881899,3.402529413518396,4.989552590496482,4.074249998446345,3.250017250053049,3.9969761081796844,3.686162143034657,3.514843502692826,4.595649584036157,3.6941543446452143,4.00104604453858,3.9854956599937506,3.3906517856602734,4.022856889712024,3.73954523698155,4.359968114105648,3.7675560680423716,4.754665096468324,3.509164203364718,3.060476795148816,2.2729957900452695,3.59167368373731,3.9731830296392148,4.614563530025774
33,4.9933447360142,5.019514965985346,5.001685502865983,4.619967198117736,5.387321054226631,4.986239870216158,4.948840872959503,4.983497824368844,5.10268572508995,5.4224676409560875,4.447729313717233,4.1146587106244965,5.00011201842049,4.214908549019279,3.9665188498287156,4.56251862968691,2.740946712453643,3.2041345302701534,4.002582089967194,4.630485601192279,5.442716565414903,4.9933944600819595,4.000445334970493,5.766869254343627,3.9510235642619063,4.67812884132542,4.876062395498136,4.812288547023436,3.0439118402065466,4.0948065806323735,1.9832470759902185,5.019773830689907,4.757767455114879,5.196894342605345
34,4.343351168568445,4.500556679228039,4.999781955795121,4.756800888352996,4.701663070953253,4.830235438014943,4.043745906758496,4.62796943804944,4.957010935785414,4.979461087561925,4.2461778367844945,3.692777251884877,4.974711967000935,3.8349649529957093,3.533614304608715,3.999832921328732,3.6224706974682563,3.0207865455623293,4.36399487048861,4.834371842253255,3.858797909072067,4.165063236648057,3.9352566730889884,4.617952065470883,3.0520676394023503,4.42357413442699,4.090384975888972,4.982258153717723,3.0883546015091943,4.140280858223439,2.1664753374704993,3.68518404299958,3.742336899959931,5.077338102133981
35,4.905859559896936,4.621680363224788,4.99638686203034,3.303063817089409,5.102167993858244,4.544605022601467,2.805059166537496,4.437226688587634,4.9123556291669495,4.998986918016997,4.005823798688202,4.984556328036944,4.997665511732019,4.988522660832922,4.028540231797066,4.961074796977126,2.44417689005075,4.210569486658904,4.093690512064815,3.594012420607207,4.301909688205242,4.230292630796699,3.5825456116438024,4.484326518430585,4.99562942352584,4.990275605077117,4.008014827818062,5.003683626103435,4.473473272934643,4.977312664097943,3.406472872641401,2.025591140048556,4.465939635502028,4.433988410148989
36,4.613492613569383,3.998340993739221,4.978006679637561,3.6967110145971205,4.358768157699801,3.99776381918263,4.2874022442808295,4.333861483053901,4.274616760357908,4.3280749489014045,3.874899869035562,3.5056345224282017,4.5995641785611205,3.5802140022266356,3.1111093988875527,4.491819944143473,2.436657301004235,1.022379953435558,4.249497262534143,3.9363079688753464,4.561984092543448,3.8883134652127427,4.977880906572329,4.966996883908735,3.2699340175296006,4.0134754354106805,3.819501839089086,4.281000186683957,3.236646305702083,3.1190423345789857,1.009908964229371,4.566742055872766,4.2001200517303205,4.992861007007779
37,4.99789284872197,5.1182444261217634,5.00316734547184,4.707193801993395,4.8921820895507135,4.850512508994396,3.7805046419080486,4.979503148275969,4.873865991656119,4.997246270156614,4.9521933839519825,4.007078405810498,5.070252583101499,4.971332348403403,3.062978915348575,4.98920596813655,2.89594429956662,3.4128958150667965,4.347807251336186,3.6997080478813715,5.08318762315114,4.571955272694233,3.847941191097097,4.906331263332639,4.28278829239848,5.000557694478798,4.41022801097844,5.125315632616518,3.1608202370646046,3.2096535100497134,2.560279144530196,4.242081479535621,4.055972156059859,5.092789615257355
38,4.176742395579473,3.739455880548952,4.952528667743888,3.656134282375311,4.965071422251883,4.00379273340526,2.9320201938834543,4.246774738622184,4.216172343477819,4.634574109791117,3.2575864794086273,3.4511006284945953,4.007951782752486,3.973762048121356,3.364737930178501,3.569667650755818,2.741025209146938,3.010178444795927,3.681172140898525,3.7441843746004526,4.99252569143311,3.2634460360885513,2.998623714484422,4.013095178501475,4.000988795723332,3.9179024144388803,3.9798309333152804,4.013978609087406,3.2989992105868016,3.6341154339095465,2.22098489492856,3.1110999377425217,4.6418262434740125,3.886751595223252
39,4.81384985990058,4.947139405462456,5.008327480407337,4.276518672473269,5.243644675121097,4.759629874542466,3.1257151090245836,4.966667405888897,4.990303472617985,4.99632439787802,4.019700133844447,4.2234924077026825,5.00296186680045,4.343247206194958,4.258976780853011,4.310538165142203,2.978058753999997,4.310417961968048,4.3821448901867335,3.578815807729214,5.006647395656767,4.010756383778387,3.3789105111900843,4.574010031465837,4.986521249143426,4.956034150440785,4.63784628560834,4.8198772136609795,4.001198416647851,4.214788848554094,2.2506960669246285,3.2994093213764484,4.073192623749682,4.486382308826558
40,4.973596001296157,4.5742802815697905,5.19868657931543,4.976824297921928,4.424374020251792,4.645975945273039,3.9865982553203736,4.964067210415861,4.495703125042369,4.497629565282979,4.993902632429247,3.343046293316142,5.014024898844705,4.713051392690612,2.0499539331049528,5.2133328309243305,3.5354934872401267,1.7242566721556436,4.99720257319063,3.8597039435686518,4.668329725492869,4.5131223666319435,4.960857258979939,4.717240280190081,3.278480643502305,4.521637355516426,3.5726860902498614,5.091245916783367,3.0673700305973846,2.1278767819364717,2.2004610942758553,5.315610795255439,4.123084645660482,5.97115636813597
41,4.59191730574989,4.586190537143544,4.799353553826245,4.96273495344602,4.992646333134287,4.982161540335843,3.3053217923183955,4.9763492645908745,4.907520862639191,4.83388525020834,3.8956751267374083,3.652485183087652,4.993452541268876,3.734335116834869,3.985826104869916,3.7691426857426404,3.510115565376982,4.146572012132701,4.354689502916435,3.7914179533960928,4.008239818802243,4.218925516852829,3.008808484947342,4.386435991184927,3.9831488071141434,4.478201823145591,4.2155460869324735,4.6929295080818925,3.457931123514103,3.808912750343352,2.106231273966884,3.4505759358845363,4.124848177590541,4.300668264757305
42,4.029705043603123,4.347383659349021,4.179100487735448,3.9900062155755265,5.008635349234166,4.341562794940147,2.9126595744969936,4.456013000751879,4.463315907525825,4.644145945983145,3.4491766683734486,3.7625130605856745,4.128775035415047,4.181215430506224,3.8345243355844816,3.605650768800269,2.6356868594305602,4.958848480851927,3.03476183364361,3.0031358090296565,4.982601189427292,3.9864569005862402,1.930415330557344,4.2279134269819965,4.619931391532692,4.287539184156679,4.4412154352651925,4.230741081003632,3.4796928412531756,3.3873790393915817,2.013659061765116,3.099457126175501,3.9910462670811353,3.7321559609973747
43,4.284888174656443,4.27214182515521,4.284129704357767,3.4281821618062573,4.009927984405804,4.328599723122169,2.8909275364684732,4.182758808654654,4.103096560140031,4.118702402158383,3.9779510615036475,3.914656623444748,4.971989629742763,4.978467221297012,3.1505994792558822,4.2221904104640124,2.463023203094273,3.3652316838436573,4.1020417480620335,3.9171468675246555,4.7949863215735835,4.095041333564564,3.5937183530180095,4.212295974879645,4.101273136001973,4.124998192191766,3.985460103354815,4.016514697493698,3.448866593338482,2.951999944982554,3.6095700791876375,4.174284556178103,3.5916960861796103,4.394572080105033
44,4.22858771740782,4.119752537377273,4.108566497564901,3.6802038757815483,4.979022407206387,3.990856835124903,3.9955430848490225,4.072868180241806,4.300532299566979,4.754906817247015,3.577175806970685,3.6537773943245333,3.7454305165783195,3.8511539908272563,3.3668550254955143,3.6811696881863543,1.5757176764719634,3.5820442954226985,2.531519689352196,3.003726195671908,4.9970593332530395,4.072103745041575,2.025235568827615,4.950548997951373,4.043287793232684,4.013736841759896,4.312995579996949,3.991162824087313,2.2193338292817484,3.204848132274656,1.5311128195834056,3.1573298781668218,4.589416010494513,3.665813732732017
45,4.628395802167284,4.508283775851114,4.565095880746739,4.031532803608824,4.964521301955124,4.983063582119213,2.0336258939641394,4.949498405464916,4.660980931815019,4.571704446502456,3.0641400207478364,4.135937035572255,5.081739545300314,3.8936645069817364,4.965427309258708,3.5662079459112133,3.6244012034628,5.131126004044198,4.515126126618356,3.9100026145179623,4.210608417391371,4.235041957828988,3.017254637269464,3.8482256178219614,4.907151963902937,4.3187709105590795,4.395688403588869,4.0373933408020894,4.997827087998558,4.662846360918316,3.175161712244823,3.400365505067744,4.281355051100057,3.265499064223708
46,5.1932515723275525,4.933164600194746,4.979280433377292,4.077060431347052,5.2110462315366455,4.999262204246981,3.45262636054372,5.03783818413852,4.9718969195824325,5.007725274574661,4.222592089330199,4.669388161442622,5.301904384294279,5.067420631885981,4.1044877824201365,4.986137517683422,3.016659103140791,4.227154426315982,4.478398370271291,3.9144024982834886,5.107937129862287,4.986236471376527,3.92503330463679,5.061723670835996,4.979656862347027,4.866220523749958,4.536576869251607,4.84369700701317,4.4807890394926755,4.010326137909634,3.152139809238156,4.2527027260576515,4.84124022921414,4.8277546753850755
47,4.749683202158439,4.913706746255943,4.480815028973887,4.1675463778235935,4.874605750096951,4.976647141802508,3.6226018487207963,4.755944293413993,4.7169743330024385,4.972890742140435,4.067713219302384,4.184660228138582,4.996475756385789,4.303697356686108,4.023742260339843,4.298997612437179,2.994569647278259,3.985297296046882,4.048501553311906,4.8291572324517675,4.858255321391967,4.976724523798646,3.8017478369261823,4.814031656157821,4.003637224044247,4.476184344402747,4.423070225604013,4.446958757655887,3.7522152026742157,4.43357188891933,3.226888666939752,4.572044018814087,4.0127484250432035,4.431399252218836
48,4.6079534768960215,4.447986689636541,4.483962485013691,3.705296690084896,4.526048334209712,4.944211861199754,2.382070864708993,4.672084839296506,4.51964853886891,4.451121705246212,3.4418403000247015,4.3495321591154585,5.273041665861387,4.452738039441926,4.3626219351565165,4.096052348593986,3.609439969826151,4.435291474397235,4.6197006407639645,4.66988465244312,4.119073897870136,4.663577992727358,3.884061352562234,4.0184313309173945,4.318237104227272,4.226841537880919,4.021155309695783,4.184675068920206,4.978284592032828,4.522846496541129,3.9913015865946164,4.006767943053807,4.0096805489054335,4.004732364513205
